Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-10-30,637.76,128.93,183.21,8.32,399.97,22.63,2.39,Phenol-formaldehyde,0.73,37.35,22.83,13.5,11.32,120.5,35.63,84.86,43.48,2.17,653.66,0.15,0.046,7.85,205.9,5.69,4.58,91.5,3.24,97.8,Excellent,2.8,19.37,82.2,7.2,85.7,2.9,61.0,6.9,Uniform
2022-10-01,662.6,191.73,188.01,9.38,383.18,28.5,2.2,Melamine,0.65,45.4,11.71,20.52,13.99,147.16,57.37,98.63,46.19,0.85,518.06,0.13,0.047,10.83,226.0,8.83,3.35,98.8,4.34,90.0,Fair,4.65,2.78,85.4,10.0,95.0,2.72,57.0,4.45,Uniform
2022-10-14,790.05,165.88,195.68,7.61,371.54,22.27,2.9,Melamine,0.78,24.17,8.03,22.08,14.64,127.16,69.11,97.4,49.29,1.43,994.72,0.2,0.049,8.07,194.5,8.94,4.88,93.0,1.61,96.8,Good,2.38,5.67,93.4,13.0,91.8,1.99,92.0,8.24,Non-uniform
2022-11-01,623.59,270.73,202.57,5.33,309.57,28.04,2.18,Melamine,0.44,28.23,14.56,34.0,9.63,62.59,67.94,57.94,39.83,0.76,500.35,0.93,0.038,11.82,210.3,9.92,4.26,90.6,4.54,96.5,Fair,2.59,17.36,82.3,13.4,106.9,1.75,28.0,0.28,Non-uniform
2022-10-15,741.21,149.83,183.61,10.75,339.69,23.49,1.61,Urea-formaldehyde,0.53,26.43,11.22,5.06,14.77,153.69,77.19,78.83,30.57,4.26,1491.88,0.21,0.03,19.81,198.8,7.03,3.87,95.7,3.01,95.3,Excellent,0.53,11.5,95.0,13.7,117.9,2.56,87.0,1.76,Uniform
2022-08-31,757.65,205.05,193.24,6.89,328.48,34.77,2.05,Phenol-formaldehyde,0.76,24.11,12.62,34.4,7.67,114.57,31.69,94.74,32.23,2.87,682.64,0.14,0.041,17.1,211.3,6.55,3.01,91.2,3.48,91.9,Good,1.39,6.24,84.0,11.5,94.5,2.86,16.0,7.94,Uniform
2022-07-23,720.99,240.25,200.22,8.64,357.36,35.19,1.45,Urea-formaldehyde,0.64,21.54,18.3,2.68,8.54,143.11,79.11,63.54,35.33,4.57,658.99,0.22,0.019,6.85,221.2,11.34,3.67,93.1,4.65,96.3,Good,2.02,4.34,82.1,5.3,82.1,2.18,31.0,4.23,Non-uniform
2022-02-08,674.14,215.91,224.77,6.8,375.4,32.78,2.38,Melamine,0.39,21.03,18.93,29.02,6.58,102.93,52.2,85.86,40.73,4.58,818.58,0.26,0.031,20.0,185.8,11.74,4.95,91.0,3.44,98.4,Poor,2.03,8.22,81.2,9.1,89.6,1.89,68.0,2.91,Uniform
2022-04-26,672.06,151.88,185.26,5.62,304.09,26.25,2.79,Melamine,0.67,41.19,17.29,10.76,8.72,165.01,61.68,70.72,31.87,1.81,609.69,0.18,0.047,17.45,226.5,11.64,3.28,94.4,4.6,90.3,Fair,1.88,16.27,97.2,5.3,92.9,2.59,76.0,7.06,Non-uniform
2022-02-20,640.75,232.25,215.13,8.21,397.79,33.3,0.56,Melamine,0.42,44.75,15.08,24.42,7.9,161.63,71.45,78.76,42.34,4.07,1362.02,0.71,0.018,6.36,181.4,9.03,2.41,98.5,4.91,90.7,Excellent,3.66,5.4,89.2,8.1,97.2,2.11,60.0,1.57,Non-uniform
2022-06-23,661.03,221.7,222.76,7.48,316.88,35.07,1.0,Phenol-formaldehyde,0.7,33.13,11.98,14.52,11.5,60.81,44.68,89.79,40.78,4.05,915.14,0.6,0.033,14.65,219.1,7.22,1.91,91.7,3.32,90.9,Fair,4.64,7.69,81.6,14.3,96.1,2.68,22.0,1.81,Uniform
2022-05-13,726.5,258.52,219.56,9.26,318.34,21.11,1.1,Urea-formaldehyde,0.65,42.22,22.51,3.15,8.52,128.96,59.29,62.78,38.73,2.66,672.08,0.88,0.018,8.01,190.3,5.14,3.33,98.2,1.66,93.8,Good,1.88,14.57,91.0,14.1,94.7,2.52,58.0,3.96,Non-uniform
2022-06-02,691.42,214.13,182.25,5.14,398.71,36.43,1.89,Phenol-formaldehyde,0.46,48.22,22.31,23.92,14.41,143.0,62.32,87.37,35.34,4.2,579.31,0.81,0.027,15.04,216.7,8.64,1.54,97.8,4.41,92.2,Good,0.69,18.84,89.4,9.7,105.5,1.63,18.0,4.23,Uniform
2022-11-25,652.1,196.73,204.68,6.71,317.87,25.68,2.95,Urea-formaldehyde,0.55,40.64,17.68,31.38,13.9,117.07,45.55,90.39,31.07,1.89,955.24,0.95,0.04,10.2,207.2,9.38,4.93,95.3,3.26,91.2,Poor,4.26,1.09,83.3,6.6,102.9,2.1,94.0,3.71,Non-uniform
2022-05-20,632.78,128.93,217.34,9.17,336.55,26.7,2.81,Melamine,0.57,24.67,16.47,-1.76,12.93,86.75,31.69,75.64,32.7,4.05,1220.35,0.25,0.032,13.55,181.8,9.11,4.97,91.1,1.06,94.6,Good,3.02,9.26,91.9,14.9,119.4,1.87,57.0,1.32,Uniform
2022-07-08,684.01,124.89,227.98,11.08,301.12,28.09,1.97,Phenol-formaldehyde,0.61,32.64,18.25,18.3,5.47,130.35,30.1,85.02,36.55,4.88,836.2,0.4,0.027,19.73,187.6,9.49,3.1,94.3,1.51,94.5,Poor,0.35,18.32,80.6,13.9,109.0,2.94,21.0,4.22,Uniform
2022-12-14,695.03,289.37,206.57,5.37,380.38,30.9,1.04,Melamine,0.67,47.52,13.93,32.23,14.04,129.25,84.12,81.46,35.21,3.94,582.82,0.49,0.013,14.07,220.6,6.85,2.07,98.3,3.81,92.3,Excellent,4.35,4.78,92.5,8.1,119.0,1.78,42.0,1.29,Uniform
2022-06-21,608.82,230.83,204.17,11.52,353.88,27.46,1.92,Phenol-formaldehyde,0.74,36.52,17.38,16.15,7.14,65.3,50.53,64.47,37.88,4.57,752.32,0.85,0.016,5.55,182.9,8.23,3.01,95.5,1.5,93.1,Poor,3.16,19.3,88.4,14.9,99.4,2.03,16.0,3.29,Non-uniform
2022-09-16,779.39,116.39,226.6,10.86,362.01,22.65,1.44,Melamine,0.51,48.34,24.55,11.26,13.16,85.21,56.33,51.77,31.65,0.64,785.52,0.86,0.022,16.81,217.0,5.31,3.5,98.9,4.13,91.6,Excellent,3.51,4.75,95.8,5.1,81.4,2.98,52.0,8.27,Uniform
2022-06-18,709.62,263.71,227.54,6.16,398.46,38.71,0.99,Melamine,0.61,20.62,8.59,34.62,9.33,148.12,48.65,88.42,41.06,3.97,529.85,0.76,0.027,16.6,186.9,8.55,4.59,91.4,3.44,94.9,Poor,0.18,4.75,82.9,8.2,82.5,1.57,53.0,9.1,Uniform
2022-12-15,748.68,153.11,205.5,6.38,385.74,39.36,1.2,Urea-formaldehyde,0.74,31.61,22.39,19.64,12.6,153.65,35.66,66.06,43.58,2.04,1167.76,0.51,0.017,10.43,194.6,11.46,3.4,97.9,3.58,92.6,Poor,2.21,11.85,93.2,9.2,85.5,2.52,32.0,4.37,Non-uniform
2022-07-23,790.98,259.13,221.38,10.09,323.71,26.55,2.64,Phenol-formaldehyde,0.69,20.5,14.75,-2.36,13.1,123.31,37.66,92.59,48.8,2.57,1180.59,0.74,0.011,12.36,201.3,8.27,2.98,96.1,4.44,97.6,Excellent,0.99,0.0,92.7,6.3,96.5,1.9,71.0,4.8,Non-uniform
2022-03-12,667.02,294.43,197.65,11.53,301.43,23.27,2.26,Phenol-formaldehyde,0.46,30.57,11.37,31.64,7.68,161.97,65.71,50.36,44.82,2.04,727.03,0.1,0.016,5.07,205.5,8.94,2.82,97.1,2.28,94.1,Poor,4.11,1.74,84.1,7.9,89.1,2.32,97.0,2.15,Non-uniform
2022-11-21,773.5,271.99,222.5,11.66,386.15,32.82,1.06,Urea-formaldehyde,0.68,21.76,19.82,17.26,5.99,147.59,32.87,84.77,49.66,3.85,657.19,0.23,0.033,18.01,195.8,7.89,4.75,92.2,4.47,98.8,Excellent,0.57,12.63,89.7,9.1,103.4,2.89,40.0,9.03,Non-uniform
2022-04-24,698.65,271.24,221.17,6.25,395.12,36.48,2.6,Urea-formaldehyde,0.74,28.26,22.91,7.19,14.14,106.43,69.57,85.08,31.75,4.17,1191.18,0.62,0.018,6.88,211.5,11.39,2.69,98.9,1.58,95.4,Excellent,0.23,0.62,89.5,10.0,89.1,2.67,32.0,1.22,Non-uniform
2022-10-25,654.56,123.88,215.9,6.0,301.81,20.88,2.12,Urea-formaldehyde,0.31,39.44,20.12,28.4,11.71,153.95,60.87,73.33,44.59,4.53,580.76,0.17,0.01,6.0,185.5,6.2,3.55,92.5,3.27,91.3,Poor,4.08,14.38,97.5,11.7,83.3,2.74,64.0,5.71,Uniform
2022-12-03,712.48,115.28,182.88,10.09,329.14,29.37,0.95,Phenol-formaldehyde,0.8,23.42,16.72,-2.75,8.4,94.71,41.79,93.24,38.14,1.16,1350.02,0.87,0.017,18.83,201.1,7.63,4.0,90.5,3.41,93.5,Good,0.69,19.68,98.5,7.8,114.2,2.62,77.0,1.08,Uniform
2022-02-20,632.62,292.24,221.3,11.89,347.12,20.59,2.86,Phenol-formaldehyde,0.57,24.07,17.52,32.64,10.37,173.6,48.6,66.98,35.15,0.34,945.42,0.53,0.035,13.92,182.6,6.47,4.36,95.3,1.26,90.1,Poor,1.31,14.55,81.4,5.6,114.3,2.05,57.0,4.79,Uniform
2022-05-22,727.97,223.44,205.84,5.42,344.37,31.92,2.91,Phenol-formaldehyde,0.53,44.67,20.12,11.46,8.54,110.81,64.55,61.42,37.74,2.72,897.73,0.19,0.018,16.76,198.7,9.6,1.84,90.4,3.4,98.6,Good,3.08,14.16,86.5,7.5,117.0,2.31,46.0,2.25,Uniform
2022-03-07,790.48,107.88,220.99,6.32,351.91,20.2,0.77,Melamine,0.43,29.88,24.78,22.92,5.18,79.03,85.99,51.85,34.55,2.22,1198.54,0.44,0.014,11.9,219.5,9.28,1.96,90.2,2.56,95.0,Good,0.27,6.57,95.5,12.4,95.9,1.83,34.0,4.9,Non-uniform
2022-11-29,701.6,126.77,203.29,6.58,320.52,21.19,0.55,Phenol-formaldehyde,0.51,35.61,11.59,28.7,14.72,124.16,69.97,80.2,42.49,4.95,757.76,0.68,0.02,19.97,181.5,7.4,1.36,95.7,1.19,94.7,Good,2.16,16.23,90.2,13.8,108.1,2.15,15.0,5.75,Non-uniform
2022-01-26,749.43,181.23,227.0,7.74,383.99,20.37,2.59,Urea-formaldehyde,0.4,26.93,18.8,30.11,13.2,104.02,70.23,61.29,32.93,4.08,1112.36,0.99,0.026,19.56,204.6,8.62,3.91,93.9,2.77,92.1,Excellent,1.64,11.03,91.9,7.2,87.3,2.3,36.0,5.05,Uniform
2022-12-21,736.55,140.33,205.87,5.93,343.08,37.88,2.78,Melamine,0.44,36.16,12.89,9.62,14.29,125.29,84.85,84.81,46.66,0.81,1175.32,0.81,0.034,14.94,219.5,7.94,2.89,92.8,2.81,90.0,Poor,4.17,11.32,95.2,9.6,118.7,1.93,60.0,6.37,Non-uniform
2022-09-19,608.84,297.3,185.93,5.74,323.0,27.99,2.08,Melamine,0.71,49.06,15.86,30.97,12.54,79.35,55.05,55.96,35.75,0.86,893.94,0.26,0.05,13.24,218.7,6.69,4.47,91.5,3.33,91.8,Poor,4.67,12.12,83.1,7.6,89.8,1.84,24.0,7.34,Uniform
2022-12-17,666.79,184.57,215.3,11.18,393.73,33.05,1.0,Melamine,0.33,42.11,18.48,12.04,5.29,99.43,43.3,71.93,35.56,2.09,1254.96,0.24,0.044,14.61,202.7,11.78,1.67,95.4,1.88,94.7,Excellent,1.99,2.5,82.9,5.1,104.6,1.99,27.0,9.11,Non-uniform
2022-02-14,617.41,196.35,228.75,11.53,349.72,39.14,2.76,Urea-formaldehyde,0.42,45.07,9.18,25.02,12.83,67.05,30.87,93.66,31.82,0.31,1107.02,0.56,0.021,11.35,187.3,11.71,3.04,93.9,1.85,94.2,Poor,1.65,2.35,98.8,5.7,111.5,2.68,13.0,9.11,Non-uniform
2022-08-30,716.69,106.9,186.45,5.86,345.99,34.36,2.74,Melamine,0.37,49.87,14.32,34.59,10.58,151.03,62.56,65.65,42.05,4.12,804.71,0.76,0.049,15.02,194.3,10.54,3.83,97.6,1.1,94.0,Excellent,0.96,18.81,98.0,13.6,105.9,2.87,42.0,6.01,Non-uniform
2022-07-23,721.74,122.27,211.7,8.89,357.46,27.29,0.78,Melamine,0.33,31.06,11.95,19.4,13.75,101.52,65.74,80.43,49.21,3.04,1200.6,0.27,0.028,9.22,214.6,7.11,4.85,96.2,3.11,92.8,Excellent,1.09,19.91,96.2,9.3,103.9,2.31,12.0,7.99,Uniform
2022-11-17,722.93,247.51,221.45,6.15,312.0,34.94,2.37,Urea-formaldehyde,0.66,26.97,18.21,7.3,6.91,95.33,87.73,99.23,42.35,2.83,851.28,0.8,0.014,9.76,207.7,5.26,1.48,91.7,1.3,90.9,Fair,4.55,15.12,86.2,10.6,98.9,1.59,52.0,9.99,Non-uniform
2022-01-04,751.98,257.47,187.69,10.33,360.67,22.0,2.49,Melamine,0.48,21.81,11.91,20.52,7.06,99.45,78.92,50.05,37.63,0.01,655.94,0.36,0.035,13.41,217.2,8.52,4.11,95.7,3.05,99.9,Good,0.94,12.93,86.9,7.5,114.7,1.79,23.0,8.45,Uniform
2022-05-22,677.78,102.85,189.49,9.83,350.81,22.18,0.91,Phenol-formaldehyde,0.43,34.38,15.45,29.46,9.41,152.66,37.63,90.69,42.62,3.84,528.44,0.54,0.029,10.16,206.9,9.18,2.87,98.2,2.95,99.3,Poor,3.03,16.99,86.7,9.9,116.9,2.75,68.0,8.34,Uniform
2022-04-11,761.35,185.49,228.73,6.73,388.19,28.18,1.68,Urea-formaldehyde,0.56,30.62,13.58,20.56,12.56,68.55,34.77,93.51,30.42,4.59,1365.6,0.28,0.038,17.89,190.0,5.4,3.67,90.3,4.97,95.4,Good,0.13,11.24,81.1,7.5,104.2,2.23,52.0,2.63,Uniform
2022-04-23,685.76,104.71,187.03,8.69,348.93,33.68,1.05,Phenol-formaldehyde,0.34,40.78,18.96,15.34,6.07,74.92,67.96,50.82,37.07,0.02,1012.08,0.3,0.026,6.86,215.2,7.28,1.22,92.9,4.68,98.4,Excellent,3.55,0.67,96.7,6.2,107.9,2.63,90.0,3.3,Non-uniform
2022-03-02,660.1,148.51,228.31,9.44,392.62,28.75,2.07,Phenol-formaldehyde,0.71,44.17,19.43,3.67,10.93,158.05,34.87,95.01,36.31,4.63,751.34,0.99,0.011,12.48,194.9,11.07,4.78,92.1,1.76,97.8,Poor,1.49,10.26,97.0,15.0,111.3,2.07,23.0,1.98,Uniform
2022-04-15,677.03,180.63,194.52,7.71,314.73,23.55,0.98,Urea-formaldehyde,0.52,33.91,10.56,-3.13,13.43,70.64,31.4,51.77,40.82,2.01,813.83,0.58,0.016,10.54,230.0,8.75,1.72,93.1,2.36,92.7,Fair,1.65,13.91,90.0,8.7,103.9,2.17,84.0,0.8,Non-uniform
2022-03-24,720.39,106.6,211.84,10.1,325.89,20.94,2.86,Urea-formaldehyde,0.64,31.8,22.86,9.55,6.9,121.2,47.05,82.84,49.39,0.89,694.06,0.91,0.017,18.72,228.4,7.06,1.48,96.9,2.2,97.1,Fair,4.42,14.07,97.9,6.8,87.8,1.64,54.0,8.92,Non-uniform
2022-08-29,708.13,287.94,191.96,11.21,324.47,20.41,1.05,Phenol-formaldehyde,0.69,39.78,9.95,10.44,10.43,65.56,86.06,98.78,33.08,0.06,1182.62,0.47,0.046,13.81,226.6,5.85,2.68,98.5,2.23,93.3,Excellent,3.21,13.93,91.6,12.3,105.0,2.15,20.0,6.2,Non-uniform
2022-09-18,635.65,253.0,198.97,10.37,348.02,26.76,1.23,Urea-formaldehyde,0.7,42.69,15.68,26.43,9.9,113.42,54.86,87.43,42.54,2.43,1427.31,0.55,0.046,11.5,227.6,11.62,3.94,91.0,1.43,92.5,Poor,4.7,2.67,90.6,14.4,95.1,1.86,44.0,6.2,Uniform
2022-05-03,603.08,202.39,184.67,7.6,309.69,35.71,0.62,Phenol-formaldehyde,0.32,49.37,8.72,19.84,14.01,73.97,71.73,54.21,47.36,1.92,1087.23,0.36,0.024,9.17,199.1,5.91,1.47,93.0,2.18,97.2,Good,2.12,4.32,80.8,8.7,109.5,1.83,80.0,6.75,Non-uniform
2022-01-19,684.18,293.77,191.97,9.3,338.25,37.61,1.73,Phenol-formaldehyde,0.41,46.5,12.18,33.04,8.86,64.61,53.51,64.38,38.11,1.23,760.5,0.53,0.033,8.77,189.4,7.89,4.61,97.5,1.51,97.2,Excellent,0.54,8.64,89.8,5.7,81.2,2.39,50.0,8.98,Non-uniform
2022-11-28,790.66,242.82,191.41,9.56,384.61,28.99,2.7,Melamine,0.66,38.32,11.62,6.09,6.5,173.99,40.81,69.22,38.53,4.8,947.8,0.41,0.039,6.75,184.7,7.08,4.51,94.7,2.15,92.7,Poor,3.22,5.39,93.1,7.4,110.9,2.83,95.0,6.21,Non-uniform
2022-05-07,627.69,161.15,192.65,6.05,355.05,25.9,1.15,Urea-formaldehyde,0.49,35.18,22.1,5.7,11.32,111.04,58.09,87.78,41.38,3.04,1414.96,0.32,0.021,7.71,191.6,7.96,3.98,96.2,3.17,93.3,Excellent,2.71,15.8,94.1,13.8,103.6,1.57,44.0,2.45,Non-uniform
2022-10-31,607.0,113.41,229.49,6.06,398.3,37.29,0.74,Phenol-formaldehyde,0.67,33.46,19.62,-4.94,8.24,83.22,73.17,68.0,33.7,1.34,1313.6,0.7,0.012,12.42,207.6,10.93,2.5,90.8,4.4,98.3,Excellent,1.81,14.76,80.3,7.3,107.4,2.09,81.0,2.94,Uniform
2022-01-05,647.61,175.23,185.08,7.14,353.09,22.16,1.23,Phenol-formaldehyde,0.39,30.67,17.7,30.42,10.1,89.82,39.3,95.55,41.48,0.36,925.77,0.63,0.044,14.67,196.9,6.12,2.55,90.4,3.18,98.3,Fair,1.0,3.0,94.7,5.1,87.0,1.62,58.0,9.76,Non-uniform
2022-08-22,745.8,202.82,193.14,10.48,380.91,31.38,2.47,Phenol-formaldehyde,0.3,43.68,12.81,8.59,10.47,125.17,74.42,78.53,41.1,1.49,955.78,0.14,0.016,7.67,182.0,9.08,2.47,90.1,2.35,97.5,Poor,0.91,3.76,96.4,5.3,114.3,2.51,59.0,9.6,Non-uniform
2022-08-30,767.14,255.91,221.97,10.88,352.03,26.06,2.01,Melamine,0.55,33.91,24.07,23.53,9.15,83.1,46.9,66.5,43.4,4.11,1294.24,0.68,0.033,10.02,181.0,6.85,2.09,96.4,4.51,93.3,Fair,2.87,19.85,81.6,12.0,83.4,2.8,43.0,9.72,Uniform
2022-02-14,732.26,267.08,217.92,8.25,347.24,37.11,1.19,Phenol-formaldehyde,0.48,39.54,10.68,25.43,10.35,96.28,73.98,90.04,42.41,0.39,1350.62,0.57,0.032,8.55,222.5,6.09,3.75,95.9,3.41,93.0,Poor,2.45,13.42,89.5,13.8,97.2,2.04,19.0,3.76,Non-uniform
2022-09-01,710.95,255.12,229.38,8.86,371.68,24.7,2.08,Phenol-formaldehyde,0.59,39.98,12.03,-4.69,12.54,109.55,70.05,65.19,31.47,4.69,714.42,0.32,0.023,13.28,228.7,7.91,1.56,97.0,3.76,96.4,Good,2.82,11.52,87.0,6.3,110.6,2.74,86.0,8.9,Uniform
2022-04-02,694.59,251.78,198.61,8.12,398.01,30.12,2.34,Urea-formaldehyde,0.55,21.98,15.3,27.1,13.56,118.28,66.03,58.72,48.51,0.34,1154.71,0.31,0.018,14.23,203.1,5.7,1.81,92.0,3.42,92.2,Good,1.44,6.09,83.3,13.8,87.6,2.61,35.0,6.82,Uniform
2022-03-15,630.62,294.43,214.04,11.15,331.85,33.88,1.44,Phenol-formaldehyde,0.6,30.35,22.92,13.15,9.13,79.75,45.03,93.71,44.0,4.3,581.76,0.3,0.016,7.24,220.0,8.98,2.35,90.5,1.89,93.0,Good,3.62,5.74,92.6,11.9,97.3,2.52,95.0,2.3,Uniform
2022-11-14,628.67,115.16,213.32,9.49,309.18,30.55,1.25,Urea-formaldehyde,0.5,48.19,23.23,10.64,10.78,104.33,82.95,63.31,32.55,3.4,1258.66,0.72,0.039,9.88,215.0,11.79,1.62,92.1,4.46,93.4,Excellent,4.61,10.0,83.1,14.8,92.8,2.69,72.0,8.91,Uniform
2022-02-10,712.44,175.72,217.72,11.67,320.69,31.8,1.16,Phenol-formaldehyde,0.71,26.26,20.68,-4.88,14.86,144.61,88.7,57.48,47.68,2.72,1156.38,0.93,0.028,5.87,196.1,5.61,3.14,90.0,1.58,91.6,Fair,3.57,6.21,97.1,9.5,107.1,1.72,41.0,0.65,Non-uniform
2022-04-20,772.6,207.58,187.19,10.73,332.23,35.72,2.54,Phenol-formaldehyde,0.58,21.45,17.29,25.08,7.91,62.67,59.8,71.24,36.81,4.86,1203.54,0.71,0.023,19.32,193.7,11.88,3.82,94.3,3.68,96.3,Poor,1.19,11.88,90.7,12.1,85.5,2.58,56.0,1.08,Non-uniform
2022-04-28,610.16,157.37,216.5,6.15,323.37,26.24,0.94,Urea-formaldehyde,0.46,21.63,11.36,23.39,13.59,83.86,85.07,85.85,41.32,4.01,572.15,0.22,0.012,14.85,220.8,5.55,1.63,92.7,4.48,98.9,Poor,4.17,7.85,87.3,11.5,98.3,1.76,21.0,6.51,Uniform
2022-12-24,702.54,123.28,184.73,10.88,370.83,26.52,2.23,Urea-formaldehyde,0.44,49.13,14.64,28.41,10.64,116.19,32.46,83.95,46.26,1.81,1227.66,0.14,0.016,8.51,192.6,7.0,4.87,93.3,3.28,91.2,Fair,2.93,6.07,85.1,13.6,80.9,1.83,29.0,5.14,Non-uniform
2022-12-11,754.99,105.04,199.83,5.88,361.16,32.2,2.45,Urea-formaldehyde,0.63,40.38,17.26,0.17,12.4,79.32,69.09,65.59,36.16,0.01,1442.45,0.21,0.03,18.48,215.4,5.03,2.6,96.6,1.32,94.2,Fair,3.51,5.96,92.2,11.9,98.2,2.26,91.0,0.36,Non-uniform
2022-12-21,663.05,152.55,186.3,10.56,375.23,33.45,0.73,Urea-formaldehyde,0.46,22.38,17.68,18.18,10.99,70.66,74.46,55.93,48.83,1.23,992.5,0.52,0.044,5.47,185.3,7.85,2.76,93.7,4.77,91.5,Excellent,0.6,5.4,80.6,5.4,87.3,2.73,58.0,1.03,Non-uniform
2022-09-15,774.69,152.1,229.68,11.57,327.94,22.57,0.86,Melamine,0.51,24.99,10.1,13.39,14.7,60.82,67.07,64.99,33.69,3.13,585.84,0.57,0.016,10.27,226.3,10.1,4.94,92.7,4.47,99.4,Good,0.09,5.15,95.8,14.8,83.9,2.07,25.0,7.62,Uniform
2022-08-20,790.96,183.11,218.26,8.13,365.66,26.79,0.67,Phenol-formaldehyde,0.56,21.69,12.69,6.88,11.43,177.07,52.19,72.99,41.91,3.96,794.99,0.69,0.039,14.43,195.9,7.05,4.83,92.1,1.72,94.3,Good,2.17,0.71,98.6,13.1,101.5,2.02,64.0,6.84,Uniform
2022-06-08,629.1,246.02,199.76,11.03,303.25,39.85,0.69,Phenol-formaldehyde,0.73,22.68,12.64,23.5,10.02,62.24,76.89,99.13,33.44,4.49,1251.73,0.74,0.026,6.46,209.1,5.08,2.81,94.8,3.67,90.9,Excellent,1.94,9.47,81.2,7.2,93.5,2.97,46.0,2.89,Non-uniform
2022-08-01,727.51,192.17,209.34,10.53,372.72,30.69,2.37,Phenol-formaldehyde,0.74,41.59,23.83,21.46,6.91,108.29,63.14,59.09,36.6,3.26,1102.69,0.66,0.013,13.78,209.7,5.83,1.56,93.8,2.43,94.4,Good,3.89,7.01,85.3,5.7,115.6,2.74,81.0,9.15,Non-uniform
2022-08-30,722.39,236.65,190.39,10.76,361.07,20.62,1.88,Urea-formaldehyde,0.33,36.45,15.6,-1.15,13.62,70.58,67.53,53.49,37.5,1.29,912.94,0.27,0.045,12.07,185.1,9.52,4.25,90.1,3.18,95.1,Poor,1.78,8.5,84.3,14.3,109.8,2.92,28.0,6.17,Uniform
2022-06-22,766.21,271.81,219.36,11.18,323.76,24.82,1.46,Phenol-formaldehyde,0.77,20.53,14.62,10.83,8.17,82.34,48.18,82.04,49.28,1.54,1213.18,0.68,0.025,17.75,189.6,11.32,1.34,90.4,1.55,96.0,Excellent,3.24,6.05,95.9,8.5,105.9,2.17,97.0,9.21,Non-uniform
2022-09-25,610.98,129.52,196.99,9.77,304.55,27.76,2.73,Melamine,0.36,35.52,8.81,13.71,7.37,144.8,83.96,59.37,36.28,2.18,1100.63,0.96,0.01,17.26,196.2,6.85,4.35,92.6,4.95,90.6,Good,1.95,14.54,90.8,14.8,102.9,1.88,41.0,8.59,Non-uniform
2022-06-30,772.36,235.48,197.76,11.46,334.49,21.18,1.48,Melamine,0.3,39.22,9.98,15.15,7.3,151.27,31.1,52.56,45.51,0.95,551.62,0.92,0.02,5.24,182.2,11.83,2.01,92.3,1.61,90.3,Poor,4.01,16.04,90.3,6.8,94.4,1.79,60.0,8.47,Uniform
2022-07-28,692.71,115.98,195.48,6.4,391.21,28.36,1.87,Urea-formaldehyde,0.53,43.48,22.7,7.48,7.71,126.49,86.08,99.18,46.62,3.37,1074.6,0.48,0.023,9.14,221.9,11.38,4.32,97.1,4.37,96.7,Excellent,0.87,11.2,88.6,9.3,104.7,1.61,40.0,3.71,Non-uniform
2022-03-29,666.6,297.22,226.29,10.28,304.65,36.53,0.92,Urea-formaldehyde,0.54,25.5,16.4,24.88,7.46,105.97,32.67,50.85,36.25,2.23,509.91,0.68,0.029,8.25,211.4,6.77,1.97,92.4,2.13,98.0,Good,3.44,14.53,90.5,12.3,94.8,2.05,79.0,6.56,Uniform
2022-12-01,706.7,163.03,222.94,9.5,321.11,30.58,2.9,Phenol-formaldehyde,0.34,28.33,24.94,18.65,12.8,100.0,53.35,74.57,41.53,2.82,522.81,0.32,0.026,13.2,215.8,10.7,2.91,97.4,4.09,93.2,Poor,3.31,18.91,98.1,9.7,97.6,2.38,92.0,9.9,Non-uniform
2022-10-10,640.08,155.5,228.77,7.59,371.62,34.99,1.6,Melamine,0.31,43.97,14.63,29.55,11.61,79.92,58.47,79.08,45.67,4.9,1128.68,0.82,0.037,6.63,204.4,7.21,2.09,95.0,1.13,94.2,Excellent,4.82,9.74,91.8,12.8,118.3,2.77,88.0,8.29,Non-uniform
2022-10-11,665.18,163.26,216.88,5.8,399.07,38.39,0.68,Urea-formaldehyde,0.44,48.58,13.6,4.75,10.93,170.88,39.11,74.55,40.19,0.69,791.29,0.37,0.029,8.22,213.8,7.56,2.42,97.0,4.17,96.4,Excellent,2.98,17.04,98.2,8.1,107.6,1.67,61.0,7.95,Non-uniform
